GN	logFC	AveExpr	t	P.Value	adj.P.Val	B	Significance
ZNF326	0.042	4.542	0.336	7.45E-01	8.40E-01	-7.400	Not significant
PACSIN1	-0.046	5.036	-0.335	7.46E-01	8.40E-01	-7.401	Not significant
SART1	-0.040	4.463	-0.334	7.46E-01	8.41E-01	-7.401	Not significant
VPS33B	0.049	5.186	0.334	7.47E-01	8.41E-01	-7.401	Not significant
COPS7A	-0.041	5.528	-0.334	7.47E-01	8.41E-01	-7.401	Not significant
SNRPD3	-0.075	4.064	-0.333	7.47E-01	8.41E-01	-7.401	Not significant
ARAP1	0.059	4.265	0.333	7.48E-01	8.41E-01	-7.402	Not significant
SAFB2	0.044	4.997	0.333	7.48E-01	8.41E-01	-7.402	Not significant
NAT1	-0.038	4.644	-0.332	7.48E-01	8.41E-01	-7.402	Not significant
PSMB3	0.042	5.737	0.332	7.48E-01	8.41E-01	-7.402	Not significant
TRMT2A	-0.046	4.253	-0.331	7.49E-01	8.41E-01	-7.402	Not significant
ACAA1	-0.038	4.799	-0.330	7.49E-01	8.42E-01	-7.403	Not significant
MRPS6	-0.037	4.663	-0.330	7.50E-01	8.42E-01	-7.403	Not significant
PYCRL	0.038	4.738	0.329	7.50E-01	8.43E-01	-7.403	Not significant
PPP2CB	-0.047	4.751	-0.328	7.51E-01	8.43E-01	-7.403	Not significant
ENOPH1	-0.055	4.492	-0.328	7.51E-01	8.43E-01	-7.403	Not significant
TRIP6	0.062	4.173	0.328	7.51E-01	8.43E-01	-7.404	Not significant
TUBGCP3	-0.042	3.892	-0.328	7.51E-01	8.43E-01	-7.404	Not significant
MADD	-0.037	3.294	-0.327	7.52E-01	8.43E-01	-7.404	Not significant
PSMD14	-0.040	5.293	-0.327	7.52E-01	8.43E-01	-7.404	Not significant
USMG5	0.040	5.488	0.326	7.53E-01	8.44E-01	-7.404	Not significant
SF3A3	0.038	5.456	0.325	7.53E-01	8.44E-01	-7.404	Not significant
LRRC59	0.037	5.209	0.325	7.53E-01	8.44E-01	-7.404	Not significant
MICAL1	-0.037	4.679	-0.324	7.54E-01	8.45E-01	-7.405	Not significant
HSPA1B	-0.037	5.016	-0.323	7.55E-01	8.45E-01	-7.405	Not significant
ERO1A	-0.041	5.023	-0.322	7.55E-01	8.46E-01	-7.406	Not significant
PSMB1	0.046	5.143	0.321	7.56E-01	8.46E-01	-7.406	Not significant
POLR2E	0.047	4.832	0.320	7.57E-01	8.46E-01	-7.406	Not significant
UNK	0.043	4.148	0.320	7.57E-01	8.46E-01	-7.406	Not significant
CHURC1	-0.038	4.807	-0.320	7.57E-01	8.46E-01	-7.406	Not significant
FHL1	0.040	4.824	0.320	7.57E-01	8.46E-01	-7.406	Not significant
PCF11	0.037	4.878	0.318	7.59E-01	8.47E-01	-7.407	Not significant
PSMD1	-0.036	5.390	-0.318	7.58E-01	8.47E-01	-7.407	Not significant
TROVE2	-0.036	5.205	-0.318	7.58E-01	8.47E-01	-7.407	Not significant
EIF2S1	-0.036	5.291	-0.318	7.58E-01	8.47E-01	-7.407	Not significant
APIP	-0.053	4.371	-0.318	7.58E-01	8.47E-01	-7.407	Not significant
MPP6	-0.053	4.064	-0.319	7.58E-01	8.47E-01	-7.407	Not significant
TMPO	-0.036	4.705	-0.316	7.60E-01	8.48E-01	-7.408	Not significant
NUP85	-0.039	5.169	-0.315	7.61E-01	8.49E-01	-7.408	Not significant
TCAF1	0.061	3.504	0.315	7.61E-01	8.49E-01	-7.408	Not significant
DYNLT1	0.043	5.103	0.314	7.61E-01	8.49E-01	-7.408	Not significant
MAT2A	0.048	5.209	0.314	7.61E-01	8.49E-01	-7.408	Not significant
CCT7	0.038	5.277	0.312	7.63E-01	8.50E-01	-7.409	Not significant
SMAP2	-0.040	5.095	-0.312	7.62E-01	8.50E-01	-7.409	Not significant
WDR92	-0.048	4.709	-0.312	7.63E-01	8.50E-01	-7.409	Not significant
PPP4R2	0.039	4.236	0.311	7.63E-01	8.50E-01	-7.409	Not significant
GPX7	-0.049	4.876	-0.311	7.64E-01	8.50E-01	-7.409	Not significant
CMAS	0.045	4.820	0.310	7.65E-01	8.51E-01	-7.410	Not significant
MYO1F	0.037	5.142	0.309	7.65E-01	8.51E-01	-7.410	Not significant
KEAP1	-0.041	3.743	-0.309	7.65E-01	8.51E-01	-7.410	Not significant
RPS24	-0.037	5.533	-0.308	7.66E-01	8.52E-01	-7.411	Not significant
EIF2A	-0.037	5.251	-0.307	7.66E-01	8.52E-01	-7.411	Not significant
AFTPH	0.038	4.799	0.306	7.67E-01	8.53E-01	-7.411	Not significant
SPCS2	-0.036	4.629	-0.306	7.67E-01	8.53E-01	-7.411	Not significant
ANKRD13A	0.067	4.388	0.305	7.68E-01	8.53E-01	-7.411	Not significant
RPL10	-0.035	4.668	-0.305	7.68E-01	8.53E-01	-7.411	Not significant
MESDC2	-0.037	5.510	-0.305	7.68E-01	8.53E-01	-7.412	Not significant
COX7C	-0.036	5.462	-0.304	7.69E-01	8.53E-01	-7.412	Not significant
LNPEP	-0.041	4.323	-0.303	7.69E-01	8.53E-01	-7.412	Not significant
MAPK9	-0.050	4.376	-0.303	7.69E-01	8.53E-01	-7.412	Not significant
PUS7	-0.035	4.714	-0.303	7.69E-01	8.53E-01	-7.412	Not significant
DCTN4	0.044	4.451	0.302	7.70E-01	8.54E-01	-7.412	Not significant
GMPPA	0.044	4.402	0.302	7.70E-01	8.54E-01	-7.412	Not significant
DHCR7	0.045	4.367	0.301	7.71E-01	8.54E-01	-7.413	Not significant
HSPA13	-0.037	4.408	-0.301	7.71E-01	8.54E-01	-7.413	Not significant
POLR2H	0.050	3.422	0.300	7.72E-01	8.55E-01	-7.413	Not significant
SKP1	-0.036	4.896	-0.299	7.72E-01	8.55E-01	-7.413	Not significant
ORC3	-0.057	4.210	-0.299	7.72E-01	8.55E-01	-7.413	Not significant
GIT2	0.035	4.200	0.299	7.73E-01	8.55E-01	-7.414	Not significant
CSTF3	-0.034	4.704	-0.297	7.74E-01	8.56E-01	-7.414	Not significant
RPL8	0.036	4.575	0.296	7.74E-01	8.57E-01	-7.414	Not significant
TTLL12	-0.034	4.767	-0.296	7.75E-01	8.57E-01	-7.415	Not significant
PSMA1	-0.038	4.729	-0.296	7.75E-01	8.57E-01	-7.414	Not significant
INF2	-0.036	4.125	-0.295	7.75E-01	8.57E-01	-7.415	Not significant
ERLEC1	-0.046	4.111	-0.295	7.75E-01	8.57E-01	-7.415	Not significant
RAC3	-0.034	4.752	-0.291	7.78E-01	8.60E-01	-7.416	Not significant
CARD9	-0.055	4.384	-0.290	7.79E-01	8.61E-01	-7.416	Not significant
PRCC	-0.051	5.164	-0.289	7.79E-01	8.61E-01	-7.417	Not significant
ZNF644	0.040	4.533	0.289	7.80E-01	8.61E-01	-7.417	Not significant
PHAX	0.036	4.526	0.289	7.80E-01	8.61E-01	-7.417	Not significant
MIB1	0.033	4.954	0.288	7.81E-01	8.62E-01	-7.417	Not significant
DDX18	0.040	4.886	0.286	7.82E-01	8.62E-01	-7.418	Not significant
AP3B1	0.036	5.017	0.287	7.81E-01	8.62E-01	-7.417	Not significant
IARS	-0.033	4.943	-0.287	7.81E-01	8.62E-01	-7.417	Not significant
POLR3C	-0.034	4.596	-0.286	7.82E-01	8.62E-01	-7.418	Not significant
RBM42	-0.050	5.086	-0.287	7.81E-01	8.62E-01	-7.417	Not significant
LRRC14	-0.048	3.667	-0.285	7.83E-01	8.63E-01	-7.418	Not significant
IK	0.034	4.531	0.283	7.84E-01	8.64E-01	-7.419	Not significant
MAP4	0.032	5.054	0.280	7.86E-01	8.65E-01	-7.419	Not significant
RSBN1L	0.032	4.442	0.281	7.86E-01	8.65E-01	-7.419	Not significant
RPRD1A	-0.034	3.701	-0.280	7.86E-01	8.65E-01	-7.419	Not significant
DBI	-0.037	5.622	-0.280	7.86E-01	8.65E-01	-7.419	Not significant
CCT3	0.033	4.927	0.279	7.87E-01	8.66E-01	-7.420	Not significant
TUBGCP2	-0.041	4.787	-0.278	7.88E-01	8.67E-01	-7.420	Not significant
ZBTB7A	0.050	3.174	0.277	7.89E-01	8.67E-01	-7.421	Not significant
NHP2	-0.032	5.062	-0.277	7.89E-01	8.67E-01	-7.421	Not significant
MYDGF	-0.033	5.391	-0.277	7.89E-01	8.67E-01	-7.420	Not significant
SLC25A18	0.035	5.356	0.275	7.90E-01	8.68E-01	-7.421	Not significant
HACD3	0.031	4.186	0.275	7.90E-01	8.68E-01	-7.421	Not significant
PSMA7	0.032	5.259	0.274	7.91E-01	8.69E-01	-7.421	Not significant
COPZ1	0.040	5.125	0.272	7.92E-01	8.70E-01	-7.422	Not significant
TEX264	0.034	5.620	0.271	7.93E-01	8.70E-01	-7.422	Not significant
PRKAR1A	-0.031	3.646	-0.271	7.93E-01	8.70E-01	-7.422	Not significant
MIER1	-0.039	3.783	-0.271	7.93E-01	8.70E-01	-7.422	Not significant
AGPS	-0.033	4.490	-0.268	7.95E-01	8.72E-01	-7.423	Not significant
HNRNPLL	0.032	5.448	0.268	7.95E-01	8.72E-01	-7.423	Not significant
PPM1F	-0.034	3.816	-0.267	7.96E-01	8.73E-01	-7.423	Not significant
RANBP9	-0.035	4.255	-0.266	7.97E-01	8.73E-01	-7.424	Not significant
SEC22B	-0.033	5.185	-0.265	7.97E-01	8.74E-01	-7.424	Not significant
PHC2	-0.037	4.548	-0.265	7.98E-01	8.74E-01	-7.424	Not significant
AP3S1	0.037	4.171	0.263	7.99E-01	8.75E-01	-7.425	Not significant
ZCCHC8	0.031	3.664	0.262	8.00E-01	8.76E-01	-7.425	Not significant
ERGIC3	-0.033	4.634	-0.259	8.02E-01	8.77E-01	-7.426	Not significant
CCDC115	-0.061	3.384	-0.259	8.02E-01	8.77E-01	-7.426	Not significant
NSRP1	-0.029	5.292	-0.259	8.02E-01	8.78E-01	-7.426	Not significant
ADNP	-0.030	4.717	-0.258	8.02E-01	8.78E-01	-7.426	Not significant
PGGT1B	-0.035	4.878	-0.258	8.03E-01	8.78E-01	-7.426	Not significant
MIA3	0.034	4.625	0.257	8.03E-01	8.78E-01	-7.426	Not significant
RNMT	-0.030	4.589	-0.256	8.04E-01	8.79E-01	-7.427	Not significant
PPP1R10	-0.040	4.632	-0.256	8.04E-01	8.79E-01	-7.427	Not significant
DHX29	0.033	4.735	0.256	8.04E-01	8.79E-01	-7.427	Not significant
DNPEP	0.034	5.124	0.255	8.05E-01	8.79E-01	-7.427	Not significant
IKBKG	0.031	4.435	0.254	8.06E-01	8.79E-01	-7.427	Not significant
PCYT1A	-0.030	4.565	-0.254	8.06E-01	8.79E-01	-7.427	Not significant
PEPD	0.032	4.797	0.252	8.08E-01	8.81E-01	-7.428	Not significant
EIF4A2	-0.031	5.144	-0.251	8.08E-01	8.81E-01	-7.428	Not significant
EXOC5	-0.032	4.656	-0.252	8.08E-01	8.81E-01	-7.428	Not significant
LRBA	0.036	3.930	0.251	8.08E-01	8.81E-01	-7.428	Not significant
TFG	-0.040	4.456	-0.250	8.09E-01	8.82E-01	-7.428	Not significant
MAN1A2	0.029	5.316	0.249	8.10E-01	8.82E-01	-7.429	Not significant
DAZAP1	-0.031	4.524	-0.249	8.09E-01	8.82E-01	-7.429	Not significant
OXSR1	-0.030	4.193	-0.248	8.10E-01	8.83E-01	-7.429	Not significant
GPS1	0.039	4.612	0.246	8.12E-01	8.84E-01	-7.430	Not significant
HGS	-0.032	5.221	-0.246	8.12E-01	8.84E-01	-7.430	Not significant
GALNT1	0.033	3.891	0.243	8.14E-01	8.85E-01	-7.430	Not significant
EIF5	0.032	4.826	0.244	8.13E-01	8.85E-01	-7.430	Not significant
PEX11B	0.031	5.320	0.243	8.14E-01	8.85E-01	-7.430	Not significant
NDC1	0.030	4.159	0.245	8.13E-01	8.85E-01	-7.430	Not significant
MAK16	0.029	4.510	0.244	8.13E-01	8.85E-01	-7.430	Not significant
ARF3	-0.028	5.184	-0.244	8.13E-01	8.85E-01	-7.430	Not significant
OSBPL1A	-0.046	4.532	-0.243	8.14E-01	8.85E-01	-7.430	Not significant
HNRNPM	-0.028	4.971	-0.242	8.15E-01	8.85E-01	-7.430	Not significant
PDHX	0.035	4.809	0.241	8.15E-01	8.85E-01	-7.431	Not significant
DDX20	-0.039	4.435	-0.242	8.15E-01	8.85E-01	-7.431	Not significant
MRPL44	0.027	4.882	0.240	8.16E-01	8.86E-01	-7.431	Not significant
EDEM3	0.037	5.008	0.240	8.16E-01	8.86E-01	-7.431	Not significant
NFS1	0.039	3.710	0.239	8.17E-01	8.86E-01	-7.431	Not significant
HSPA5	0.029	5.408	0.239	8.17E-01	8.86E-01	-7.431	Not significant
MCRIP1	-0.031	4.474	-0.237	8.18E-01	8.87E-01	-7.432	Not significant
NARS2	0.032	3.623	0.237	8.19E-01	8.88E-01	-7.432	Not significant
EXOSC5	0.035	4.088	0.236	8.19E-01	8.88E-01	-7.432	Not significant
DDX23	-0.030	4.844	-0.236	8.19E-01	8.88E-01	-7.432	Not significant
HAX1	0.036	4.474	0.235	8.20E-01	8.89E-01	-7.432	Not significant
MRPL43	-0.029	5.552	-0.235	8.20E-01	8.89E-01	-7.433	Not significant
JAGN1	-0.032	3.847	-0.234	8.20E-01	8.89E-01	-7.433	Not significant
ELAC2	-0.028	3.819	-0.233	8.22E-01	8.90E-01	-7.433	Not significant
EIF3J	-0.027	5.177	-0.232	8.22E-01	8.90E-01	-7.433	Not significant
DCTN1	0.030	4.582	0.229	8.24E-01	8.92E-01	-7.434	Not significant
LCP2	0.029	4.833	0.229	8.24E-01	8.92E-01	-7.434	Not significant
PDCD6IP	-0.027	5.151	-0.229	8.24E-01	8.92E-01	-7.434	Not significant
DENND4A	0.038	4.393	0.229	8.25E-01	8.92E-01	-7.434	Not significant
PLGRKT	-0.029	5.734	-0.227	8.26E-01	8.93E-01	-7.434	Not significant
PRPF40A	0.031	5.436	0.223	8.29E-01	8.95E-01	-7.435	Not significant
FOXK1	0.027	5.099	0.223	8.29E-01	8.95E-01	-7.435	Not significant
EXOC7	-0.027	4.722	-0.223	8.29E-01	8.95E-01	-7.435	Not significant
CHMP5	-0.063	4.819	-0.223	8.29E-01	8.95E-01	-7.435	Not significant
SCAF8	0.027	4.284	0.222	8.30E-01	8.96E-01	-7.436	Not significant
NCOA5	0.026	4.429	0.222	8.30E-01	8.96E-01	-7.436	Not significant
CDC23	0.028	4.507	0.221	8.30E-01	8.96E-01	-7.436	Not significant
SLIRP	-0.025	4.803	-0.220	8.31E-01	8.96E-01	-7.436	Not significant
KDM3B	0.027	4.432	0.220	8.32E-01	8.97E-01	-7.436	Not significant
PRPS1	-0.027	4.456	-0.219	8.32E-01	8.97E-01	-7.436	Not significant
CSTB	0.035	5.021	0.218	8.33E-01	8.97E-01	-7.437	Not significant
YIPF5	0.025	4.395	0.218	8.33E-01	8.97E-01	-7.437	Not significant
GNAI2	-0.038	4.470	-0.218	8.33E-01	8.97E-01	-7.437	Not significant
ALDH18A1	-0.026	4.806	-0.216	8.34E-01	8.99E-01	-7.437	Not significant
HECTD3	0.026	4.329	0.216	8.35E-01	8.99E-01	-7.437	Not significant
HEBP1	-0.027	5.217	-0.215	8.35E-01	8.99E-01	-7.437	Not significant
UBE2B	0.036	3.698	0.214	8.35E-01	8.99E-01	-7.438	Not significant
TBK1	0.033	4.148	0.214	8.36E-01	9.00E-01	-7.438	Not significant
MAN2B1	0.029	4.938	0.213	8.36E-01	9.00E-01	-7.438	Not significant
CTBP2	-0.030	4.852	-0.213	8.37E-01	9.00E-01	-7.438	Not significant
SPAG7	-0.025	4.070	-0.211	8.38E-01	9.01E-01	-7.438	Not significant
ADPGK	-0.024	4.443	-0.210	8.39E-01	9.01E-01	-7.438	Not significant
CD97	-0.026	4.621	-0.210	8.39E-01	9.01E-01	-7.439	Not significant
NFYC	-0.026	4.870	-0.210	8.39E-01	9.01E-01	-7.439	Not significant
AHCTF1	-0.030	4.319	-0.211	8.38E-01	9.01E-01	-7.438	Not significant
SYPL1	0.024	4.995	0.209	8.40E-01	9.02E-01	-7.439	Not significant
MRPL14	0.028	4.171	0.208	8.41E-01	9.02E-01	-7.439	Not significant
PAM16	-0.025	4.775	-0.208	8.40E-01	9.02E-01	-7.439	Not significant
LAMC1	-0.050	4.035	-0.208	8.41E-01	9.02E-01	-7.439	Not significant
EIF5B	0.024	5.339	0.207	8.41E-01	9.02E-01	-7.439	Not significant
HSPH1	0.027	5.075	0.206	8.42E-01	9.03E-01	-7.439	Not significant
THOC1	0.023	4.465	0.206	8.42E-01	9.03E-01	-7.439	Not significant
MGST1	0.024	5.547	0.205	8.43E-01	9.03E-01	-7.440	Not significant
RAB7A	0.024	4.989	0.205	8.43E-01	9.03E-01	-7.440	Not significant
PRPF8	0.023	4.761	0.205	8.43E-01	9.03E-01	-7.440	Not significant
CD2AP	-0.024	5.216	-0.206	8.42E-01	9.03E-01	-7.440	Not significant
TPD52L2	-0.028	4.839	-0.205	8.43E-01	9.03E-01	-7.440	Not significant
MRPS36	-0.024	5.158	-0.204	8.43E-01	9.03E-01	-7.440	Not significant
DMAP1	0.025	4.424	0.203	8.44E-01	9.04E-01	-7.440	Not significant
SAR1A	0.025	5.901	0.198	8.48E-01	9.07E-01	-7.441	Not significant
CAMK2G	-0.023	3.971	-0.197	8.48E-01	9.08E-01	-7.441	Not significant
ZMYM2	0.026	3.925	0.197	8.49E-01	9.08E-01	-7.442	Not significant
TCIRG1	0.023	4.649	0.196	8.49E-01	9.08E-01	-7.442	Not significant
BCS1L	0.024	4.362	0.195	8.50E-01	9.08E-01	-7.442	Not significant
EIF6	-0.031	4.481	-0.196	8.50E-01	9.08E-01	-7.442	Not significant
AACS	0.024	4.540	0.195	8.50E-01	9.09E-01	-7.442	Not significant
DYRK1A	0.025	4.093	0.194	8.51E-01	9.09E-01	-7.442	Not significant
ACAP2	0.023	4.985	0.194	8.51E-01	9.09E-01	-7.442	Not significant
HSPA9	0.022	5.225	0.193	8.52E-01	9.10E-01	-7.442	Not significant
JMJD1C	0.022	4.637	0.192	8.52E-01	9.10E-01	-7.442	Not significant
RPS5	-0.022	4.463	-0.192	8.53E-01	9.10E-01	-7.443	Not significant
CHMP7	-0.022	4.766	-0.191	8.53E-01	9.10E-01	-7.443	Not significant
ATP5C1	-0.022	5.334	-0.191	8.53E-01	9.10E-01	-7.443	Not significant
C1D	-0.027	5.578	-0.190	8.54E-01	9.11E-01	-7.443	Not significant
GATC	0.023	3.598	0.189	8.55E-01	9.11E-01	-7.443	Not significant
CRNKL1	0.024	4.724	0.188	8.56E-01	9.12E-01	-7.443	Not significant
PDCL3	-0.026	5.045	-0.187	8.56E-01	9.12E-01	-7.444	Not significant
ATG16L1	0.028	3.649	0.186	8.57E-01	9.13E-01	-7.444	Not significant
RPAP3	0.027	5.064	0.186	8.57E-01	9.13E-01	-7.444	Not significant
TATDN1	-0.022	5.437	-0.186	8.57E-01	9.13E-01	-7.444	Not significant
ERI3	-0.027	5.474	-0.186	8.57E-01	9.13E-01	-7.444	Not significant
FRYL	0.024	4.494	0.185	8.58E-01	9.13E-01	-7.444	Not significant
DNAJB11	0.022	4.873	0.185	8.57E-01	9.13E-01	-7.444	Not significant
CLASP1	0.026	4.309	0.184	8.58E-01	9.13E-01	-7.444	Not significant
NDUFB11	-0.024	4.808	-0.184	8.58E-01	9.13E-01	-7.444	Not significant
DTNA	0.030	4.696	0.183	8.59E-01	9.14E-01	-7.444	Not significant
AVEN	0.031	4.340	0.181	8.60E-01	9.14E-01	-7.445	Not significant
CLCC1	0.026	4.968	0.182	8.60E-01	9.14E-01	-7.445	Not significant
MRPL20	-0.022	4.935	-0.181	8.61E-01	9.14E-01	-7.445	Not significant
SCAF11	-0.021	4.736	-0.178	8.63E-01	9.17E-01	-7.446	Not significant
SPAG9	-0.020	4.656	-0.177	8.64E-01	9.17E-01	-7.446	Not significant
PPP2R2D	-0.025	3.907	-0.176	8.65E-01	9.18E-01	-7.446	Not significant
NUP62	0.030	4.223	0.176	8.65E-01	9.18E-01	-7.446	Not significant
UBE2W	-0.021	4.401	-0.175	8.65E-01	9.19E-01	-7.446	Not significant
RPSA	0.020	5.273	0.174	8.66E-01	9.19E-01	-7.446	Not significant
DDX6	0.022	5.096	0.173	8.67E-01	9.20E-01	-7.446	Not significant
BYSL	-0.019	4.266	-0.173	8.67E-01	9.20E-01	-7.447	Not significant
PBDC1	-0.022	5.080	-0.172	8.67E-01	9.20E-01	-7.447	Not significant
HBS1L_Q9Y450-2	-0.025	3.927	-0.172	8.67E-01	9.20E-01	-7.447	Not significant
EDC3	0.020	3.819	0.170	8.69E-01	9.21E-01	-7.447	Not significant
MRPL15	-0.021	4.204	-0.169	8.70E-01	9.22E-01	-7.447	Not significant
SMYD5	-0.025	4.212	-0.168	8.70E-01	9.22E-01	-7.447	Not significant
CFL1	0.024	5.368	0.167	8.71E-01	9.22E-01	-7.448	Not significant
MAGT1	0.027	5.144	0.167	8.72E-01	9.23E-01	-7.448	Not significant
EWSR1	-0.019	5.328	-0.167	8.72E-01	9.23E-01	-7.448	Not significant
MTHFR	-0.019	4.655	-0.166	8.72E-01	9.23E-01	-7.448	Not significant
DHRS7B	-0.022	5.023	-0.164	8.74E-01	9.24E-01	-7.448	Not significant
C8orf33	0.019	4.915	0.164	8.74E-01	9.24E-01	-7.448	Not significant
HSF1	0.019	4.486	0.163	8.75E-01	9.24E-01	-7.448	Not significant
RPL15	0.019	5.703	0.163	8.74E-01	9.24E-01	-7.448	Not significant
VPS51	0.023	4.325	0.162	8.75E-01	9.25E-01	-7.448	Not significant
MTA1	0.022	4.668	0.162	8.75E-01	9.25E-01	-7.449	Not significant
UBE2L3	-0.020	5.175	-0.162	8.75E-01	9.25E-01	-7.448	Not significant
ENTHD2	0.018	4.597	0.161	8.76E-01	9.25E-01	-7.449	Not significant
SH3GL1	-0.019	4.465	-0.161	8.76E-01	9.25E-01	-7.449	Not significant
TBCE	0.019	4.815	0.159	8.77E-01	9.26E-01	-7.449	Not significant
VAV3	0.029	3.977	0.158	8.78E-01	9.26E-01	-7.449	Not significant
TSC2	0.022	4.183	0.158	8.78E-01	9.26E-01	-7.449	Not significant
SRI	-0.021	5.444	-0.158	8.79E-01	9.27E-01	-7.449	Not significant
TRAPPC9	0.024	3.750	0.156	8.80E-01	9.27E-01	-7.450	Not significant
TRMT1L	0.018	4.909	0.157	8.79E-01	9.27E-01	-7.449	Not significant
RPL30	0.018	5.005	0.156	8.80E-01	9.27E-01	-7.450	Not significant
CPT1A	-0.018	4.421	-0.156	8.80E-01	9.27E-01	-7.450	Not significant
B3GAT3	-0.018	4.026	-0.157	8.79E-01	9.27E-01	-7.449	Not significant
FAF2	0.019	3.732	0.156	8.80E-01	9.27E-01	-7.450	Not significant
UBR1	0.019	3.954	0.156	8.80E-01	9.27E-01	-7.450	Not significant
IPO9	0.018	4.924	0.155	8.80E-01	9.27E-01	-7.450	Not significant
SEC13	-0.018	5.170	-0.155	8.81E-01	9.27E-01	-7.450	Not significant
STK38	-0.018	4.672	-0.154	8.81E-01	9.27E-01	-7.450	Not significant
DPH5	-0.025	4.352	-0.154	8.81E-01	9.27E-01	-7.450	Not significant
HAUS5	-0.017	4.071	-0.153	8.82E-01	9.27E-01	-7.450	Not significant
PABPN1	0.020	5.696	0.152	8.83E-01	9.28E-01	-7.450	Not significant
PCIF1	0.017	4.679	0.153	8.82E-01	9.28E-01	-7.450	Not significant
SFXN3	0.017	4.754	0.152	8.83E-01	9.28E-01	-7.450	Not significant
ARNT	0.037	4.493	0.152	8.83E-01	9.28E-01	-7.450	Not significant
TERF2IP	0.020	4.654	0.151	8.84E-01	9.29E-01	-7.451	Not significant
NDUFB4	-0.019	4.442	-0.150	8.85E-01	9.29E-01	-7.451	Not significant
MAD2L1BP	-0.020	5.729	-0.148	8.86E-01	9.30E-01	-7.451	Not significant
APEH	-0.030	5.377	-0.148	8.86E-01	9.30E-01	-7.451	Not significant
IMPA1	-0.017	5.039	-0.148	8.86E-01	9.30E-01	-7.451	Not significant
FAH	-0.025	5.192	-0.147	8.86E-01	9.30E-01	-7.451	Not significant
EIF4A3	0.027	4.814	0.147	8.87E-01	9.30E-01	-7.451	Not significant
XPOT	0.016	4.934	0.146	8.88E-01	9.31E-01	-7.451	Not significant
CLPTM1L	-0.019	3.899	-0.144	8.89E-01	9.32E-01	-7.452	Not significant
STX18	0.016	4.546	0.143	8.90E-01	9.32E-01	-7.452	Not significant
NDUFS4	0.026	5.609	0.142	8.90E-01	9.33E-01	-7.452	Not significant
RBBP6	-0.019	4.424	-0.142	8.90E-01	9.33E-01	-7.452	Not significant
ATM	0.021	4.333	0.142	8.91E-01	9.33E-01	-7.452	Not significant
TRMT1	-0.016	4.381	-0.142	8.91E-01	9.33E-01	-7.452	Not significant
RAB1A	-0.023	5.246	-0.141	8.91E-01	9.33E-01	-7.452	Not significant
VPS37B	0.018	4.575	0.140	8.92E-01	9.34E-01	-7.452	Not significant
SEL1L	-0.017	5.130	-0.139	8.93E-01	9.34E-01	-7.452	Not significant
SAP130	-0.028	4.134	-0.138	8.94E-01	9.35E-01	-7.453	Not significant
COMT	-0.017	4.867	-0.138	8.94E-01	9.35E-01	-7.453	Not significant
ZNF800	0.023	4.066	0.137	8.94E-01	9.35E-01	-7.453	Not significant
SCAF4	0.020	4.770	0.136	8.95E-01	9.35E-01	-7.453	Not significant
CAB39	0.018	5.298	0.136	8.95E-01	9.35E-01	-7.453	Not significant
NACA	0.017	4.127	0.135	8.96E-01	9.35E-01	-7.453	Not significant
GATAD2A	0.016	4.934	0.134	8.96E-01	9.35E-01	-7.453	Not significant
EPB41	0.016	4.453	0.136	8.95E-01	9.35E-01	-7.453	Not significant
BIN2	0.015	4.611	0.134	8.97E-01	9.35E-01	-7.453	Not significant
NOP56	-0.015	4.817	-0.136	8.95E-01	9.35E-01	-7.453	Not significant
AFG3L2	-0.016	4.996	-0.137	8.95E-01	9.35E-01	-7.453	Not significant
TMX3	-0.018	5.462	-0.135	8.96E-01	9.35E-01	-7.453	Not significant
SRSF4	-0.022	5.038	-0.134	8.96E-01	9.35E-01	-7.453	Not significant
RPS27A	-0.023	4.181	-0.135	8.96E-01	9.35E-01	-7.453	Not significant
KIN	0.019	4.976	0.133	8.98E-01	9.35E-01	-7.453	Not significant
HSPA2	0.017	4.587	0.133	8.98E-01	9.35E-01	-7.453	Not significant
ZNF512	-0.016	4.271	-0.133	8.98E-01	9.35E-01	-7.453	Not significant
SRA1	-0.018	4.496	-0.132	8.98E-01	9.35E-01	-7.453	Not significant
LIMD1	0.022	3.842	0.132	8.98E-01	9.35E-01	-7.453	Not significant
INPP5B	0.018	5.095	0.131	8.99E-01	9.35E-01	-7.454	Not significant
LENG8	0.016	4.338	0.131	8.99E-01	9.35E-01	-7.454	Not significant
NEK9	-0.016	5.000	-0.131	8.99E-01	9.35E-01	-7.454	Not significant
RHOT2	0.022	3.531	0.131	8.99E-01	9.36E-01	-7.454	Not significant
NIN	-0.028	3.714	-0.130	9.00E-01	9.36E-01	-7.454	Not significant
OGFRL1	0.025	4.170	0.129	9.01E-01	9.36E-01	-7.454	Not significant
GOT1	0.023	5.037	0.129	9.00E-01	9.36E-01	-7.454	Not significant
RPL4	0.015	5.303	0.129	9.01E-01	9.36E-01	-7.454	Not significant
HGH1	-0.016	3.798	-0.128	9.01E-01	9.36E-01	-7.454	Not significant
KTI12	-0.021	4.003	-0.128	9.01E-01	9.36E-01	-7.454	Not significant
HAT1	0.017	5.078	0.127	9.02E-01	9.37E-01	-7.454	Not significant
COA6	0.015	4.728	0.125	9.03E-01	9.38E-01	-7.454	Not significant
GIMAP1	0.014	3.803	0.124	9.04E-01	9.38E-01	-7.455	Not significant
